,Date,Rainfall_Monteporzio,Rainfall_Velletri,Depth_to_Groundwater_Pozzo_1,Depth_to_Groundwater_Pozzo_2,Depth_to_Groundwater_Pozzo_3,Depth_to_Groundwater_Pozzo_4,Depth_to_Groundwater_Pozzo_5,Depth_to_Groundwater_Pozzo_6,Depth_to_Groundwater_Pozzo_7,Depth_to_Groundwater_Pozzo_8,Depth_to_Groundwater_Pozzo_9,Volume_Pozzo_1,Volume_Pozzo_2,Volume_Pozzo_3,Volume_Pozzo_4,Volume_Pozzo_5+6,Volume_Pozzo_7,Volume_Pozzo_8,Volume_Pozzo_9,Temperature_Monteporzio,Temperature_Velletri
320,2004-11-16,0.0,0.0,,,,,,,,,,,,,,,,,,6.8,11.4
321,2004-11-17,0.0,0.0,,,,,,,,,,,,,,,,,,7.45,10.9
322,2004-11-18,0.2,0.0,,,,,,,,,,,,,,,,,,7.85,11.2
323,2004-11-19,1.2,2.4,,,,,,,,,,,,,,,,,,8.6,12.35
324,2004-11-20,0.0,0.0,,,,,,,,,,,,,,,,,,4.95,9.15
325,2004-11-21,0.0,0.0,,,,,,,,,,,,,,,,,,4.4,7.85
326,2004-11-22,0.0,0.4,,,,,,,,,,,,,,,,,,5.65,7.7
327,2004-11-23,0.0,0.0,,,,,,,,,,,,,,,,,,8.25,12.05
328,2004-11-24,0.6,0.4,,,,,,,,,,,,,,,,,,8.5,12.15
329,2004-11-25,0.0,0.0,,,,,,,,,,,,,,,,,,7.35,10.95
330,2004-11-26,6.2,6.2,,,,,,,,,,,,,,,,,,7.05,9.1
331,2004-11-27,25.2,,,,,,,,,,,,,,,,,,,7.6,10.25
332,2004-11-28,0.2,0.2,,,,,,,,,,,,,,,,,,8.1,11.85
333,2004-11-29,15.4,13.6,,,,,,,,,,,,,,,,,,8.4,11.7
334,2004-11-30,24.0,28.4,,,,,,,,,,,,,,,,,,8.85,11.4
335,2004-12-01,9.6,13.0,,,,,,,,,,,,,,,,,,10.5,12.95
336,2004-12-02,0.0,0.0,,,,,,,,,,,,,,,,,,13.5,16.1
337,2004-12-03,0.0,0.0,,,,,,,,,,,,,,,,,,13.2,15.35
338,2004-12-04,3.4,3.8,,,,,,,,,,,,,,,,,,11.35,14.9
339,2004-12-05,,15.8,,,,,,,,,,,,,,,,,,11.45,14.1
340,2004-12-06,4.4,26.8,,,,,,,,,,,,,,,,,,10.75,14.55
341,2004-12-07,0.0,0.0,,,,,,,,,,,,,,,,,,11.6,16.2
342,2004-12-08,7.6,9.6,,,,,,,,,,,,,,,,,,9.75,12.95
343,2004-12-09,0.0,0.0,,,,,,,,,,,,,,,,,,11.7,15.9
344,2004-12-10,0.2,0.6,,,,,,,,,,,,,,,,,,9.7,12.7
345,2004-12-11,0.0,0.0,,,,,,,,,,,,,,,,,,9.9,12.95
346,2004-12-12,0.0,0.0,,,,,,,,,,,,,,,,,,8.5,13.0
347,2004-12-13,0.0,0.0,,,,,,,,,,,,,,,,,,9.4,12.8
348,2004-12-14,0.0,0.0,,,,,,,,,,,,,,,,,,9.05,11.85
349,2004-12-15,0.2,0.0,,,,,,,,,,,,,,,,,,8.9,11.1
350,2004-12-16,22.6,26.0,,,,,,,,,,,,,,,,,,7.3,10.2
351,2004-12-17,,,,,,,,,,,,,,,,,,,,6.95,10.7
352,2004-12-18,3.6,9.2,,,,,,,,,,,,,,,,,,4.3,9.4
353,2004-12-19,2.6,2.0,,,,,,,,,,,,,,,,,,5.05,8.5
354,2004-12-20,0.8,1.4,,,,,,,,,,,,,,,,,,5.45,9.0
355,2004-12-21,0.0,0.0,,,,,,,,,,,,,,,,,,4.1,8.4
356,2004-12-22,0.0,0.0,,,,,,,,,,,,,,,,,,2.25,7.15
357,2004-12-23,0.0,0.0,,,,,,,,,,,,,,,,,,2.85,6.15
358,2004-12-24,1.6,3.2,,,,,,,,,,,,,,,,,,4.25,6.45
359,2004-12-25,,21.4,,,,,,,,,,,,,,,,,,7.05,9.55
360,2004-12-26,,,,,,,,,,,,,,,,,,,,6.7,8.8
361,2004-12-27,,,,,,,,,,,,,,,,,,,,3.95,7.9
362,2004-12-28,8.2,14.4,,,,,,,,,,,,,,,,,,2.75,6.5
363,2004-12-29,4.2,6.2,,,,,,,,,,,,,,,,,,4.4,8.05
364,2004-12-30,0.0,0.0,,,,,,,,,,,,,,,,,,4.5,8.95
365,2004-12-31,0.0,0.0,,,,,,,,,,,,,,,,,,4.6,8.6
366,2005-01-01,0.0,0.0,,,,,,,,,,,,,,,,,,4.55,8.2
367,2005-01-02,0.2,0.0,,,,,,,,,,,,,,,,,,4.2,7.25
368,2005-01-03,0.0,0.0,,,,,,,,,,,,,,,,,,4.7,9.45
369,2005-01-04,0.0,0.0,,,,,,,,,,,,,,,,,,4.9,8.2
370,2005-01-05,0.0,0.0,,,,,,,,,,,,,,,,,,4.5,8.55
371,2005-01-06,0.0,0.0,,,,,,,,,,,,,,,,,,7.05,9.95
372,2005-01-07,0.0,0.0,,,,,,,,,,,,,,,,,,7.2,10.4
373,2005-01-08,0.0,0.0,,,,,,,,,,,,,,,,,,7.65,9.3
374,2005-01-09,0.2,0.0,,,,,,,,,,,,,,,,,,4.85,8.1
375,2005-01-10,0.4,0.0,,,,,,,,,,,,,,,,,,5.15,8.5
376,2005-01-11,0.0,0.0,,,,,,,,,,,,,,,,,,4.75,8.15
377,2005-01-12,0.0,0.0,,,,,,,,,,,,,,,,,,5.25,7.4
378,2005-01-13,1.0,0.2,,,,,,,,,,,,,,,,,,4.25,8.35
379,2005-01-14,0.0,0.0,,,,,,,,,,,,,,,,,,5.3,8.75
380,2005-01-15,0.0,0.0,,,,,,,,,,,,,,,,,,2.8,7.95
381,2005-01-16,0.0,0.0,,,,,,,,,,,,,,,,,,1.8,6.3
382,2005-01-17,0.0,0.0,,,,,,,,,,,,,,,,,,2.5,5.0
383,2005-01-18,11.0,19.6,,,,,,,,,,,,,,,,,,1.8,
384,2005-01-19,13.6,19.0,,,,,,,,,,,,,,,,,,2.6,6.7
385,2005-01-20,0.0,0.0,,,,,,,,,,,,,,,,,,6.0,9.5
386,2005-01-21,0.0,0.0,,,,,,,,,,,,,,,,,,5.25,8.95
387,2005-01-22,0.2,0.0,,,,,,,,,,,,,,,,,,5.55,10.3
388,2005-01-23,26.8,22.6,,,,,,,,,,,,,,,,,,4.5,7.9
389,2005-01-24,2.6,5.8,,,,,,,,,,,,,,,,,,2.0,6.65
390,2005-01-25,6.0,13.0,,,,,,,,,,,,,,,,,,,
391,2005-01-26,3.8,1.0,,,,,,,,,,,,,,,,,,,
392,2005-01-27,1.0,2.8,,,,,,,,,,,,,,,,,,,
393,2005-01-28,3.8,6.8,,,,,,,,,,,,,,,,,,,
394,2005-01-29,1.2,0.2,,,,,,,,,,,,,,,,,,,
395,2005-01-30,2.6,0.0,,,,,,,,,,,,,,,,,,,4.9
396,2005-01-31,0.4,0.0,,,,,,,,,,,,,,,,,,,
397,2005-02-01,0.0,0.0,,,,,,,,,,,,,,,,,,,
398,2005-02-02,0.0,0.0,,,,,,,,,,,,,,,,,,,5.5
399,2005-02-03,0.0,0.0,,,,,,,,,,,,,,,,,,1.75,7.75
400,2005-02-04,0.0,0.0,,,,,,,,,,,,,,,,,,1.75,7.05
401,2005-02-05,0.0,0.0,,,,,,,,,,,,,,,,,,,4.9
402,2005-02-06,0.0,0.0,,,,,,,,,,,,,,,,,,1.8,5.25
403,2005-02-07,0.0,0.0,,,,,,,,,,,,,,,,,,2.9,6.35
404,2005-02-08,0.0,0.0,,,,,,,,,,,,,,,,,,3.75,7.75
405,2005-02-09,0.0,0.0,,,,,,,,,,,,,,,,,,3.85,6.7
406,2005-02-10,0.0,0.0,,,,,,,,,,,,,,,,,,2.45,5.85
407,2005-02-11,0.0,0.0,,,,,,,,,,,,,,,,,,3.5,7.2
408,2005-02-12,2.0,9.8,,,,,,,,,,,,,,,,,,4.5,7.6
409,2005-02-13,0.8,1.4,,,,,,,,,,,,,,,,,,7.9,11.95
410,2005-02-14,3.2,7.4,,,,,,,,,,,,,,,,,,2.15,6.6
411,2005-02-15,0.0,0.0,,,,,,,,,,,,,,,,,,,
412,2005-02-16,0.0,0.0,,,,,,,,,,,,,,,,,,,5.3
413,2005-02-17,0.0,0.0,,,,,,,,,,,,,,,,,,3.2,6.1
414,2005-02-18,0.0,0.0,,,,,,,,,,,,,,,,,,3.45,6.75
415,2005-02-19,2.0,4.0,,,,,,,,,,,,,,,,,,2.95,5.3
416,2005-02-20,17.4,,,,,,,,,,,,,,,,,,,,
417,2005-02-21,11.8,13.8,,,,,,,,,,,,,,,,,,,
418,2005-02-22,0.6,0.6,,,,,,,,,,,,,,,,,,1.7,
419,2005-02-23,,22.6,,,,,,,,,,,,,,,,,,1.95,5.15
420,2005-02-24,15.0,20.6,,,,,,,,,,,,,,,,,,,
421,2005-02-25,0.0,0.0,,,,,,,,,,,,,,,,,,3.85,7.3
422,2005-02-26,8.8,7.6,,,,,,,,,,,,,,,,,,,5.05
423,2005-02-27,1.0,5.8,,,,,,,,,,,,,,,,,,,
424,2005-02-28,2.4,1.8,,,,,,,,,,,,,,,,,,,
425,2005-03-01,0.4,0.0,,,,,,,,,,,,,,,,,,,
426,2005-03-02,0.0,0.0,,,,,,,,,,,,,,,,,,,
427,2005-03-03,,,,,,,,,,,,,,,,,,,,,
428,2005-03-04,18.8,15.2,,,,,,,,,,,,,,,,,,3.3,6.2
429,2005-03-05,2.0,5.0,,,,,,,,,,,,,,,,,,2.4,5.95
430,2005-03-06,3.0,15.6,,,,,,,,,,,,,,,,,,,
431,2005-03-07,10.6,0.8,,,,,,,,,,,,,,,,,,,
432,2005-03-08,0.2,0.0,,,,,,,,,,,,,,,,,,,
433,2005-03-09,0.6,2.4,,,,,,,,,,,,,,,,,,2.7,5.8
434,2005-03-10,0.0,0.0,,,,,,,,,,,,,,,,,,5.25,7.7
435,2005-03-11,0.2,0.0,,,,,,,,,,,,,,,,,,4.3,6.95
436,2005-03-12,1.6,0.6,,,,,,,,,,,,,,,,,,6.05,9.6
437,2005-03-13,0.0,0.0,,,,,,,,,,,,,,,,,,6.4,8.85
438,2005-03-14,0.0,0.0,,,,,,,,,,,,,,,,,,7.95,10.05
439,2005-03-15,0.2,0.0,,,,,,,,,,,,,,,,,,7.85,10.35
440,2005-03-16,0.0,0.0,,,,,,,,,,,,,,,,,,10.4,12.4
441,2005-03-17,0.0,0.0,,,,,,,,,,,,,,,,,,11.95,14.25
442,2005-03-18,0.0,0.0,,,,,,,,,,,,,,,,,,11.65,12.45
443,2005-03-19,0.0,0.0,,,,,,,,,,,,,,,,,,10.3,13.05
444,2005-03-20,0.0,0.0,,,,,,,,,,,,,,,,,,10.35,11.2
445,2005-03-21,0.0,0.0,,,,,,,,,,,,,,,,,,9.45,11.2
446,2005-03-22,0.0,0.0,,,,,,,,,,,,,,,,,,9.9,11.95
447,2005-03-23,1.6,0.6,,,,,,,,,,,,,,,,,,11.35,13.4
448,2005-03-24,1.4,1.8,,,,,,,,,,,,,,,,,,13.7,15.9
449,2005-03-25,1.0,1.4,,,,,,,,,,,,,,,,,,13.0,15.2
450,2005-03-26,0.0,0.2,,,,,,,,,,,,,,,,,,12.3,15.3
451,2005-03-27,,25.6,,,,,,,,,,,,,,,,,,10.95,12.5
452,2005-03-28,1.2,0.6,,,,,,,,,,,,,,,,,,10.7,14.55
453,2005-03-29,0.2,0.0,,,,,,,,,,,,,,,,,,10.05,12.8
454,2005-03-30,1.6,14.0,,,,,,,,,,,,,,,,,,10.45,12.6
455,2005-03-31,10.8,25.2,,,,,,,,,,,,,,,,,,11.05,13.7
456,2005-04-01,0.0,6.4,,,,,,,,,,,,,,,,,,10.3,13.6
457,2005-04-02,0.0,0.0,,,,,,,,,,,,,,,,,,8.1,11.85
458,2005-04-03,0.0,0.0,,,,,,,,,,,,,,,,,,8.1,11.7
459,2005-04-04,0.0,0.0,,,,,,,,,,,,,,,,,,8.05,11.75
460,2005-04-05,0.0,0.0,,,,,,,,,,,,,,,,,,8.9,11.4
461,2005-04-06,0.0,0.0,,,,,,,,,,,,,,,,,,9.7,11.95
462,2005-04-07,0.0,0.0,,,,,,,,,,,,,,,,,,9.05,12.1
463,2005-04-08,7.0,11.6,,,,,,,,,,,,,,,,,,9.35,11.2
464,2005-04-09,21.8,,,,,,,,,,,,,,,,,,,7.15,10.15
465,2005-04-10,,22.8,,,,,,,,,,,,,,,,,,8.05,10.8
466,2005-04-11,2.8,4.4,,,,,,,,,,,,,,,,,,7.1,10.45
467,2005-04-12,0.2,9.0,,,,,,,,,,,,,,,,,,8.55,11.55
468,2005-04-13,0.0,0.2,,,,,,,,,,,,,,,,,,8.85,11.5
469,2005-04-14,0.0,0.0,,,,,,,,,,,,,,,,,,8.8,11.65
470,2005-04-15,0.0,0.0,,,,,,,,,,,,,,,,,,9.35,12.0
471,2005-04-16,10.0,7.0,,,,,,,,,,,,,,,,,,7.4,9.8
472,2005-04-17,27.6,,,,,,,,,,,,,,,,,,,4.8,8.35
473,2005-04-18,0.0,0.0,,,,,,,,,,,,,,,,,,7.05,10.55
474,2005-04-19,1.6,3.4,,,,,,,,,,,,,,,,,,10.55,11.6
475,2005-04-20,3.0,3.2,,,,,,,,,,,,,,,,,,7.75,10.9
476,2005-04-21,3.0,20.8,,,,,,,,,,,,,,,,,,7.15,9.7
477,2005-04-22,0.0,0.0,,,,,,,,,,,,,,,,,,7.8,10.6
478,2005-04-23,0.0,0.0,,,,,,,,,,,,,,,,,,8.95,11.2
479,2005-04-24,2.8,2.0,,,,,,,,,,,,,,,,,,10.75,12.8
480,2005-04-25,0.8,6.0,,,,,,,,,,,,,,,,,,12.55,14.95
481,2005-04-26,0.0,0.0,,,,,,,,,,,,,,,,,,12.0,14.35
482,2005-04-27,0.0,0.0,,,,,,,,,,,,,,,,,,13.2,15.15
483,2005-04-28,0.0,0.0,,,,,,,,,,,,,,,,,,14.5,15.95
484,2005-04-29,0.0,0.0,,,,,,,,,,,,,,,,,,16.2,17.35
485,2005-04-30,0.0,0.0,,,,,,,,,,,,,,,,,,15.75,18.4
486,2005-05-01,0.0,0.0,,,,,,,,,,,,,,,,,,16.1,17.85
487,2005-05-02,0.0,0.0,,,,,,,,,,,,,,,,,,16.9,19.25
488,2005-05-03,0.0,0.0,,,,,,,,,,,,,,,,,,16.2,18.25
489,2005-05-04,0.0,0.0,,,,,,,,,,,,,,,,,,16.3,18.1
490,2005-05-05,0.0,0.0,,,,,,,,,,,,,,,,,,12.95,16.4
491,2005-05-06,0.0,0.0,,,,,,,,,,,,,,,,,,12.0,15.85
492,2005-05-07,0.0,0.0,,,,,,,,,,,,,,,,,,13.0,17.35
493,2005-05-08,0.0,0.0,,,,,,,,,,,,,,,,,,12.35,15.0
494,2005-05-09,0.0,0.0,,,,,,,,,,,,,,,,,,13.4,16.35
495,2005-05-10,0.0,0.0,,,,,,,,,,,,,,,,,,14.8,16.05
496,2005-05-11,0.0,0.0,,,,,,,,,,,,,,,,,,16.05,18.4
497,2005-05-12,0.0,0.0,,,,,,,,,,,,,,,,,,17.4,20.15
498,2005-05-13,0.8,2.2,,,,,,,,,,,,,,,,,,16.55,20.85
499,2005-05-14,0.0,0.0,,,,,,,,,,,,,,,,,,17.2,19.8
500,2005-05-15,0.0,0.0,,,,,,,,,,,,,,,,,,15.45,18.8
501,2005-05-16,0.0,0.0,,,,,,,,,,,,,,,,,,14.85,17.85
502,2005-05-17,11.6,8.2,,,,,,,,,,,,,,,,,,15.4,19.55
503,2005-05-18,1.2,6.4,,,,,,,,,,,,,,,,,,12.05,15.65
504,2005-05-19,0.0,0.0,,,,,,,,,,,,,,,,,,13.15,16.55
505,2005-05-20,0.0,0.0,,,,,,,,,,,,,,,,,,14.35,17.55
506,2005-05-21,0.0,0.0,,,,,,,,,,,,,,,,,,15.55,17.35
507,2005-05-22,0.0,0.0,,,,,,,,,,,,,,,,,,17.4,18.75
508,2005-05-23,0.0,0.0,,,,,,,,,,,,,,,,,,17.1,19.5
509,2005-05-24,19.2,6.6,,,,,,,,,,,,,,,,,,16.95,19.65
510,2005-05-25,0.0,0.0,,,,,,,,,,,,,,,,,,18.05,20.9
511,2005-05-26,0.0,0.0,,,,,,,,,,,,,,,,,,19.95,22.45
512,2005-05-27,0.0,0.0,,,,,,,,,,,,,,,,,,19.2,22.15
513,2005-05-28,0.2,0.0,,,,,,,,,,,,,,,,,,21.4,23.25
514,2005-05-29,6.2,4.0,,,,,,,,,,,,,,,,,,20.75,23.35
515,2005-05-30,0.0,0.0,,,,,,,,,,,,,,,,,,21.05,23.2
516,2005-05-31,0.0,0.0,,,,,,,,,,,,,,,,,,18.85,21.3
517,2005-06-01,0.0,0.0,,,,,,,,,,,,,,,,,,18.45,20.65
518,2005-06-02,0.0,0.0,,,,,,,,,,,,,,,,,,19.15,21.95
519,2005-06-03,0.0,0.0,,,,,,,,,,,,,,,,,,19.75,21.85
520,2005-06-04,0.0,0.0,,,,,,,,,,,,,,,,,,19.9,21.8
521,2005-06-05,0.0,0.0,,,,,,,,,,,,,,,,,,18.6,20.45
522,2005-06-06,0.0,0.0,,,,,,,,,,,,,,,,,,17.5,20.2
523,2005-06-07,21.2,,,,,,,,,,,,,,,,,,,16.75,18.85
524,2005-06-08,0.2,0.0,,,,,,,,,,,,,,,,,,14.35,18.05
525,2005-06-09,4.2,21.8,,,,,,,,,,,,,,,,,,11.4,14.6
526,2005-06-10,0.0,0.0,,,,,,,,,,,,,,,,,,11.4,14.25
527,2005-06-11,0.0,0.0,,,,,,,,,,,,,,,,,,12.45,15.45
528,2005-06-12,0.0,0.0,,,,,,,,,,,,,,,,,,14.5,16.3
529,2005-06-13,0.0,0.0,,,,,,,,,,,,,,,,,,17.7,20.2
530,2005-06-14,0.0,0.0,,,,,,,,,,,,,,,,,,18.9,20.95
531,2005-06-15,,2.2,,,,,,,,,,,,,,,,,,16.85,20.95
532,2005-06-16,0.2,1.0,,,,,,,,,,,,,,,,,,19.7,21.9
533,2005-06-17,,9.6,,,,,,,,,,,,,,,,,,20.65,22.85
534,2005-06-18,0.0,0.0,,,,,,,,,,,,,,,,,,20.55,23.4
535,2005-06-19,0.0,1.0,,,,,,,,,,,,,,,,,,20.95,23.0
536,2005-06-20,0.0,0.0,,,,,,,,,,,,,,,,,,21.2,23.1
537,2005-06-21,0.0,0.0,,,,,,,,,,,,,,,,,,20.8,23.2
538,2005-06-22,0.0,0.0,,,,,,,,,,,,,,,,,,21.1,23.55
539,2005-06-23,0.0,0.0,,,,,,,,,,,,,,,,,,22.3,25.2
540,2005-06-24,0.0,0.0,,,,,,,,,,,,,,,,,,22.85,25.35
541,2005-06-25,0.0,0.0,,,,,,,,,,,,,,,,,,22.15,25.55
542,2005-06-26,0.0,0.0,,,,,,,,,,,,,,,,,,22.7,25.95
543,2005-06-27,0.0,0.0,,,,,,,,,,,,,,,,,,24.55,26.95
544,2005-06-28,0.0,0.0,,,,,,,,,,,,,,,,,,24.3,
545,2005-06-29,0.0,0.0,,,,,,,,,,,,,,,,,,23.95,26.4
546,2005-06-30,0.0,0.0,,,,,,,,,,,,,,,,,,22.45,25.8
547,2005-07-01,0.0,0.0,,,,,,,,,,,,,,,,,,20.8,23.25
548,2005-07-02,0.0,0.0,,,,,,,,,,,,,,,,,,21.3,23.65
549,2005-07-03,0.0,0.0,,,,,,,,,,,,,,,,,,21.0,24.6
550,2005-07-04,0.0,0.0,,,,,,,,,,,,,,,,,,20.3,23.3
551,2005-07-05,0.0,0.0,,,,,,,,,,,,,,,,,,20.5,23.55
552,2005-07-06,0.0,0.0,,,,,,,,,,,,,,,,,,19.1,22.4
553,2005-07-07,0.0,0.0,,,,,,,,,,,,,,,,,,18.35,20.8
554,2005-07-08,0.0,0.0,,,,,,,,,,,,,,,,,,17.85,21.65
555,2005-07-09,0.0,0.0,,,,,,,,,,,,,,,,,,17.65,20.4
556,2005-07-10,0.0,0.0,,,,,,,,,,,,,,,,,,18.05,20.55
557,2005-07-11,1.2,10.4,,,,,,,,,,,,,,,,,,17.35,20.45
558,2005-07-12,0.0,0.0,,,,,,,,,,,,,,,,,,18.75,22.35
559,2005-07-13,0.0,0.0,,,,,,,,,,,,,,,,,,19.9,23.25
560,2005-07-14,0.0,0.0,,,,,,,,,,,,,,,,,,20.4,23.9
561,2005-07-15,0.0,0.0,,,,,,,,,,,,,,,,,,22.65,25.4
562,2005-07-16,0.0,0.0,,,,,,,,,,,,,,,,,,23.35,26.55
563,2005-07-17,0.0,0.0,,,,,,,,,,,,,,,,,,23.45,25.2
564,2005-07-18,0.0,0.0,,,,,,,,,,,,,,,,,,24.45,25.35
565,2005-07-19,0.2,0.4,,,,,,,,,,,,,,,,,,22.0,24.9
566,2005-07-20,0.0,0.0,,,,,,,,,,,,,,,,,,21.1,23.6
567,2005-07-21,0.0,0.0,,,,,,,,,,,,,,,,,,20.35,23.1
568,2005-07-22,0.0,0.0,,,,,,,,,,,,,,,,,,19.85,22.55
569,2005-07-23,0.0,0.0,,,,,,,,,,,,,,,,,,20.25,23.6
570,2005-07-24,0.0,0.0,,,,,,,,,,,,,,,,,,20.9,23.7
571,2005-07-25,0.0,0.0,,,,,,,,,,,,,,,,,,22.55,24.95
572,2005-07-26,0.0,0.0,,,,,,,,,,,,,,,,,,23.7,25.95
573,2005-07-27,0.0,0.0,,,,,,,,,,,,,,,,,,23.65,25.9
574,2005-07-28,0.0,0.0,,,,,,,,,,,,,,,,,,25.4,
575,2005-07-29,0.0,0.0,,,,,,,,,,,,,,,,,,,
576,2005-07-30,0.0,0.0,,,,,,,,,,,,,,,,,,24.3,
577,2005-07-31,0.0,0.0,,,,,,,,,,,,,,,,,,22.95,25.95
578,2005-08-01,0.0,0.0,,,,,,,,,,,,,,,,,,22.75,24.8
579,2005-08-02,0.0,0.0,,,,,,,,,,,,,,,,,,23.8,25.6
580,2005-08-03,0.2,6.0,,,,,,,,,,,,,,,,,,17.75,21.95
581,2005-08-04,0.2,0.0,,,,,,,,,,,,,,,,,,19.85,23.0
582,2005-08-05,0.0,0.0,,,,,,,,,,,,,,,,,,18.8,22.85
583,2005-08-06,0.0,0.0,,,,,,,,,,,,,,,,,,19.95,23.1
584,2005-08-07,0.0,0.0,,,,,,,,,,,,,,,,,,18.85,21.1
585,2005-08-08,0.6,2.8,,,,,,,,,,,,,,,,,,19.15,22.75
586,2005-08-09,0.2,0.0,,,,,,,,,,,,,,,,,,18.9,22.8
587,2005-08-10,0.0,0.0,,,,,,,,,,,,,,,,,,20.15,22.5
588,2005-08-11,0.4,0.2,,,,,,,,,,,,,,,,,,21.75,25.4
589,2005-08-12,0.0,0.2,,,,,,,,,,,,,,,,,,21.55,24.15
590,2005-08-13,0.0,1.0,,,,,,,,,,,,,,,,,,20.65,24.25
591,2005-08-14,0.2,0.2,,,,,,,,,,,,,,,,,,20.4,23.7
592,2005-08-15,0.2,0.0,,,,,,,,,,,,,,,,,,19.25,22.5
593,2005-08-16,0.0,0.0,,,,,,,,,,,,,,,,,,16.6,22.0
594,2005-08-17,0.0,0.0,,,,,,,,,,,,,,,,,,18.7,22.1
595,2005-08-18,0.0,0.0,,,,,,,,,,,,,,,,,,20.65,22.65
596,2005-08-19,0.0,0.0,,,,,,,,,,,,,,,,,,21.6,23.75
597,2005-08-20,0.0,0.0,,,,,,,,,,,,,,,,,,19.75,22.4
598,2005-08-21,20.0,13.4,,,,,,,,,,,,,,,,,,15.6,19.15
599,2005-08-22,10.2,15.8,,,,,,,,,,,,,,,,,,14.1,17.65
600,2005-08-23,0.4,0.0,,,,,,,,,,,,,,,,,,15.4,18.55
601,2005-08-24,0.0,1.6,,,,,,,,,,,,,,,,,,17.65,19.9
602,2005-08-25,0.0,0.0,,,,,,,,,,,,,,,,,,17.45,20.25
603,2005-08-26,0.2,0.0,,,,,,,,,,,,,,,,,,18.05,20.95
604,2005-08-27,0.2,0.0,,,,,,,,,,,,,,,,,,19.3,22.0
605,2005-08-28,0.0,0.0,,,,,,,,,,,,,,,,,,19.1,21.9
606,2005-08-29,0.0,0.0,,,,,,,,,,,,,,,,,,21.2,24.9
607,2005-08-30,9.4,0.0,,,,,,,,,,,,,,,,,,21.25,24.4
608,2005-08-31,1.2,0.2,,,,,,,,,,,,,,,,,,20.5,23.75
609,2005-09-01,0.2,0.0,,,,,,,,,,,,,,,,,,20.6,23.5
610,2005-09-02,0.0,0.0,,,,,,,,,,,,,,,,,,21.75,24.55
611,2005-09-03,0.0,,,,,,,,,,,,,,,,,,,21.75,
612,2005-09-04,,,,,,,,,,,,,,,,,,,,19.7,
613,2005-09-05,1.4,,,,,,,,,,,,,,,,,,,17.95,
614,2005-09-06,0.0,,,,,,,,,,,,,,,,,,,18.65,
615,2005-09-07,,,,,,,,,,,,,,,,,,,,18.95,
616,2005-09-08,0.8,,,,,,,,,,,,,,,,,,,19.45,
617,2005-09-09,,,,,,,,,,,,,,,,,,,,18.65,21.0
618,2005-09-10,0.4,0.2,,,,,,,,,,,,,,,,,,18.35,21.1
619,2005-09-11,0.2,0.0,,,,,,,,,,,,,,,,,,18.4,20.65
620,2005-09-12,0.2,0.0,,,,,,,,,,,,,,,,,,18.95,21.7
621,2005-09-13,0.0,0.0,,,,,,,,,,,,,,,,,,18.5,21.95
622,2005-09-14,0.2,0.2,,,,,,,,,,,,,,,,,,18.65,21.85
623,2005-09-15,0.0,0.0,,,,,,,,,,,,,,,,,,18.45,22.15
624,2005-09-16,1.0,0.6,,,,,,,,,,,,,,,,,,17.5,20.3
625,2005-09-17,21.6,,,,,,,,,,,,,,,,,,,17.45,20.4
626,2005-09-18,21.0,22.0,,,,,,,,,,,,,,,,,,17.15,20.65
627,2005-09-19,12.2,6.0,,,,,,,,,,,,,,,,,,15.85,19.0
628,2005-09-20,4.0,0.2,,,,,,,,,,,,,,,,,,15.65,19.0
629,2005-09-21,1.0,2.6,,,,,,,,,,,,,,,,,,15.1,18.95
630,2005-09-22,17.6,7.4,,,,,,,,,,,,,,,,,,13.4,17.0
631,2005-09-23,0.4,0.0,,,,,,,,,,,,,,,,,,14.35,18.0
632,2005-09-24,0.2,8.6,,,,,,,,,,,,,,,,,,14.75,19.0
633,2005-09-25,0.2,0.6,,,,,,,,,,,,,,,,,,15.35,18.8
634,2005-09-26,0.8,0.0,,,,,,,,,,,,,,,,,,16.6,19.85
635,2005-09-27,0.2,0.0,,,,,,,,,,,,,,,,,,16.1,20.0
636,2005-09-28,0.2,0.0,,,,,,,,,,,,,,,,,,15.3,18.95
637,2005-09-29,0.4,1.8,,,,,,,,,,,,,,,,,,16.05,18.75
638,2005-09-30,0.0,0.0,,,,,,,,,,,,,,,,,,14.15,19.0
639,2005-10-01,0.0,0.0,,,,,,,,,,,,,,,,,,12.15,15.5
640,2005-10-02,7.2,7.6,,,,,,,,,,,,,,,,,,12.35,16.75
641,2005-10-03,,,,,,,,,,,,,,,,,,,,9.7,12.8
642,2005-10-04,0.6,0.4,,,,,,,,,,,,,,,,,,12.35,15.15
643,2005-10-05,,5.0,,,,,,,,,,,,,,,,,,11.3,15.4
644,2005-10-06,0.4,0.2,,,,,,,,,,,,,,,,,,12.15,16.05
645,2005-10-07,16.2,23.8,,,,,,,,,,,,,,,,,,11.1,15.85
646,2005-10-08,25.6,,,,,,,,,,,,,,,,,,,10.05,12.7
647,2005-10-09,0.0,0.0,,,,,,,,,,,,,,,,,,13.1,16.9
648,2005-10-10,0.0,0.0,,,,,,,,,,,,,,,,,,13.7,17.35
649,2005-10-11,0.2,0.2,,,,,,,,,,,,,,,,,,13.7,17.25
650,2005-10-12,1.0,6.4,,,,,,,,,,,,,,,,,,13.55,16.65
651,2005-10-13,0.4,0.4,,,,,,,,,,,,,,,,,,13.7,16.85
